NOC,Year,X3x3.Basketball,X3x3.Basketball..Basketball,Aeronautics,Alpinism,Archery,Art.Competitions,Artistic.Gymnastics,Artistic.Swimming,Athletics,Badminton,Baseball,Baseball.Softball,Basketball,Basque.Pelota,Beach.Volleyball,Boxing,Breaking,Canoe.Slalom,Canoe.Sprint,Canoeing,Cricket,Croquet,Cycling,Cycling.BMX.Freestyle,Cycling.BMX.Racing,Cycling.Mountain.Bike,Cycling.Road,Cycling.Road..Cycling.Mountain.Bike,Cycling.Road..Cycling.Track,Cycling.Road..Triathlon,Cycling.Track,Diving,Equestrian,Equestrianism,Fencing,Figure.Skating,Football,Golf,Gymnastics,Handball,Hockey,Ice.Hockey,Jeu.De.Paume,Judo,Karate,Lacrosse,Marathon.Swimming,Marathon.Swimming..Swimming,Modern.Pentathlon,Motorboating,Polo,Racquets,Rhythmic.Gymnastics,Roque,Rowing,Rugby,Rugby.Sevens,Sailing,Shooting,Skateboarding,Softball,Sport.Climbing,Surfing,Swimming,Synchronized.Swimming,Table.Tennis,Taekwondo,Tennis,Trampoline.Gymnastics,Trampolining,Triathlon,Tug.Of.War,Volleyball,Water.Polo,Weightlifting,Wrestling,Total,Host,,,,,,
ESP,2000,0,0,0,0,0,0,0,0,0.025526718,0,0,0,0,0,0,0.003257329,0,0,0,0,0,0,0.099838972,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739130437,0,0.064685324,0.69659442,0,0,0,0.030150756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020103405,0,0,0.039215688,0.088709676,0,0,0,0,0,0,0,0,11,0,,,,,,
ESP,2004,0,0,0,0,0,0,0,0,0.0827586,0,0,0,0,0,0.041666666,0,0,0,0,0.087557605,0,0,0.410914912,0,0,0,0,0,0,0,0,0,0,0.107816712,0,0,0,0,0.125108568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236907732,0.01433692,0,0,0,0,0,0,0,0,0.126984128,0,0,0,0,0,0,0,0,20,0,,,,,,
ESP,2008,0,0,0,0,0,0,0,0,0,0,0,0,1.003484328,0,0,0,0,0,0,0.128440368,0,0,0.184049088,0,0,0,0,0,0,0,0,0,0,0,0.01506024,0,0,0,0.046184736,0.571428578,1.322997408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0.85470085,0,0,0.188976384,0,0,0,0,0,0,0,0,19,0,,,,,,
ESP,2012,0,0,0,0,0,0,0,0,0,0,0,0,0.501742164,0,0,0,0,0,0,0.057416264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.253602314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14775726,0,0,0,0,0,0.0390117,0.85470085,0,0.0703125,0,0,0,0.054545454,0,0,1.167315175,0,0.002949853,20,0,,,,,,
ESP,2016,0,0,0,0,0,0,0,0,0.039074952,0.011299436,0,0,2.049822072,0,0,0,0,0,0,0.136054416,0,0,0.0269865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312499998,0,0,0,0,0,0,0,0,0,0,0.05484693,0,0,0.047619048,0.111888112,0,0,0,0,0,0,0.015686276,0,17,0,,,,,,
ESP,2020,0,0,0,0,0,0,0.054665406,0,0.024590142,0,0,0,0,0,0,0,0,0.043956044,0.18203883,0,0,0,0,0,0,0.039473685,0,0,0,0,0,0,0,0,0,0,0.796052642,0,0,1.347826091,0,0,0,0,0.049382716,0,0,0,0,0,0,0,0,0,0,0,0,0.128571435,0.01386482,0,0,0.025,0,0,0,0,0.030769232,0.062068968,0,0,0,0,0,1.18181817,0,0,17,0,,,,,,
ESP,2024,4,0,0,0,0,0,0,0.744360903,0.1403061,0,0,0,0,0,0,0.048387096,0,0.048484848,0.4360465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.750452088,0,0,1.282383432,0,0,0,0.030411453,0,0,0,4,0,0,0,0,0,0,0,0,0,0.078787878,0,0,0,0,0,0,0,0,0,0.142857148,0,0,0,0,0,1.18181817,0,0,18,0,,,,,,
EST,1920,0,0,0,0,0,0,0,0,0.015312128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113207547,0,3,0,,,,,,
EST,1924,0,0,0,0,0,0,0,0,0.015952144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224299064,0.090163931,6,0,,,,,,
EST,1928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042553192,0.142011832,5,0,,,,,,
EST,1936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011173184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.23809524,7,0,,,,,,
EST,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005300352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018140588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,
EST,2000,0,0,0,0,0,0,0,0,0.00202593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010050252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,,,
EST,2004,0,0,0,0,0,0,0,0,0.00689655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005208334,0,0,0,0,0,0,0,0,0,0,0.012522363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,,,
EST,2008,0,0,0,0,0,0,0,0,0.006238862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024866786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,
EST,2012,0,0,0,0,0,0,0,0,0.004828802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005899706,2,0,,,,,,
EST,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029090908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
EST,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083532218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,
ETH,1964,0,0,0,0,0,0,0,0,0.005992512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
ETH,1968,0,0,0,0,0,0,0,0,0.020817846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,
ETH,1972,0,0,0,0,0,0,0,0,0.03084224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,
ETH,1980,0,0,0,0,0,0,0,0,0.100946368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,,,,,
ETH,1992,0,0,0,0,0,0,0,0,0.024829605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,,,
ETH,1996,0,0,0,0,0,0,0,0,0.021374678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,,,
ETH,2000,0,0,0,0,0,0,0,0,0.081037275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,,,,,,
ETH,2004,0,0,0,0,0,0,0,0,0.080459775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,,,,,,
ETH,2008,0,0,0,0,0,0,0,0,0.09046347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,,,,,,
ETH,2012,0,0,0,0,0,0,0,0,0.098331872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,,,,,,
ETH,2016,0,0,0,0,0,0,0,0,0.111642755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,,,,,,
ETH,2020,0,0,0,0,0,0,0,0,0.06039691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,,,,,
ETH,2024,0,0,0,0,0,0,0,0,0.05782312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,,,,,
EUN,1992,0,0,0,0,0.194331984,0,0,0,1.609542402,0,0,0,1.220338992,0,0,0.071428572,0,0,0,0.117546859,0,0,0,0,0,0,0,0,0,0,0,0.214285712,0,0,0.908296928,0,0,0,1.874103588,2.14041095,0,0,0,0.120092375,0,0,0,0,0.205128204,0,0,0,0.095238096,0,0.284417539,0,0,0,0.397163116,0,0,0,0,1.244582017,0,0,0,0.084,0,0,0,0,0.6926407,1.111842108,0.36885246,0.8625337,112,0,,,,,,
FIN,1908,0,0,0,0,0,0,0,0,0.046272492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.309455577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090225564,5,0,,,,,,
FIN,1912,0,0,0,0,0,0,0,0,1.185031197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.612903225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.706422029,0.239294702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.523529427,26,0,,,,,,
FIN,1920,0,0,0,0,0,0,0,0,1.335689028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193548387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.912887811,0,0,0,0,0.019138756,0,0,0,0,0,0,0,0,0,0,0,1.341614898,34,0,,,,,,
FIN,1924,0,0,0,0,0,0,0,0,2.261216328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014492754,0.677165333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57377048,37,0,,,,,,
FIN,1928,0,0,0,0,0,0,0,0,0.677419344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084337344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692307694,25,0,,,,,,
FIN,1936,0,0,0,0,0,0.001230012,0,0,0.536246298,0,0,0,0,0,0,0.033519552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608236544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400000006,20,0,,,,,,
FIN,1948,0,0,0,0,0,0.059447983,0,0,0.119885808,0,0,0,0,0,0,0,0,0,0,0.251798561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.026415104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196506555,20,0,,,,,,
FIN,1952,0,0,0,0,0,0,0,0,0.06324408,0,0,0,0,0,0,0.20080321,0,0,0,0.565217393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4015056,0,0,0,0,0,0,0,0,0,0.18181818,0,0,0,0,0,0.256157642,0,0,0.308370048,0.09688581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244274816,22,1,,,,,,
FIN,1956,0,0,0,0,0,0,0,0,0.071076,0,0,0,0,0,0,0.01863354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315443616,0,0,0,0,0,0,0,0,0,0.394736844,0,0,0,0,0,0.174418605,0,0,0,0.0913242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287179494,15,0,,,,,,
FIN,1964,0,0,0,0,0,0,0,0,0.012734088,0,0,0,0,0,0,0.01858736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039083532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,,,,,
FIN,1968,0,0,0,0,0,0,0,0,0.008921928,0,0,0,0,0,0,0.016286645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032085552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,4,0,,,,,,
FIN,1972,0,0,0,0,0.031578948,0,0,0,0.116251471,0,0,0,0,0,0,0.011299436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155172414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02444988,8,0,,,,,,
FIN,1976,0,0,0,0,0,0,0,0,0.12644564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011705687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02292264,6,0,,,,,,
FIN,1980,0,0,0,0,0.119402984,0,0,0,0.04731861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00204918,0,0,0.134615383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029629632,8,0,,,,,,
FIN,1984,0,0,0,0,0,0,0,0,0.05973715,0,0,0,0,0,0,0.014124295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006451614,0,0,0,0.025974032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05376344,0.11538461,12,0,,,,,,
FIN,1988,0,0,0,0,0,0,0,0,0.01939864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052516416,4,0,,,,,,
FIN,1992,0,0,0,0,0.072874494,0,0,0,0.01460565,0,0,0,0,0,0,0.00297619,0,0,0,0.005110734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02352941,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,,,,,
FIN,1996,0,0,0,0,0,0,0,0,0.024308467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01834863,0,0,0,0,0,0,0,0,0,0,0,0.01246883,4,0,,,,,,
FIN,2000,0,0,0,0,0,0,0,0,0.010940022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04975124,0.01669449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012738852,4,0,,,,,,
FIN,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016129035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005847954,2,0,,,,,,
FIN,2008,0,0,0,0,0,0,0,0,0.008467027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007104796,0,0,0,0.04852687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,,,,,
FIN,2012,0,0,0,0,0,0,0,0,0.007462694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11609499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,,,
FIN,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003533569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
FIN,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003460208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00489596,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,
FRA,1896,0,0,0,0,0,0,0,0,0.2264151,0,0,0,0,0,0,0,0,0,0,0,0,0,1.024390241,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,,,,,,
FRA,1900,0,0,0,0,7.3125,0,0,0,1.239316247,0,0,0,0,0,0,0,0,0,0,0,0.375,8.000000008,3.858695646,0,0,0,0,0,0,0,0,0,0,4.759493681,11.97160884,0,4.828571423,0,2.399999976,0,0,0,0,0,0,0,0,0,0,0,1.52380952,0,0,0,7.097744368,4.78723404,0,58.37142854,3.927601792,0,0,0,0,7.419847293,0,0,0,2.021276601,0,0,0,5,0,7.132075461,0,0,103,1,,,,,,
FRA,1904,0,0,0,0,0,0,0,0,0.019900498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
FRA,1908,0,0,0,0,0.974025975,0,0,0,0.26992287,0,0,0,0,0,0,0,0,0,0,0,0,0,1.449814145,0,0,0,0,0,0,0,0,0,0,0,1.375000011,0,0,0,0.16905447,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0,0,0,0.140625,1.171171196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,,,,,,
FRA,1912,0,0,0,0,0,0.3030303,0,0,0.29106028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84375,0,0,0,0,0.019354836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082568808,0.16372798,0,0,0,0,0,0,0,0,0.5549133,0,0,0,0,0,0,0,0,14,0,,,,,,
FRA,1920,0,0,0,0,8.476744176,0.090909091,0,0,1.001177855,0,0,0,0,0,0,0.387931035,0,0,0,0,0,0,0.495283026,0,0,0,0,0,0,0,0,0,0,0.9090909,2.605714302,0,0,0,3.406844096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486111108,7.25806452,0,0.08910891,0.4295943,0,0,0,0,0,0,0,0,0.960784314,0,0,0,0,0,0,0.56603774,0,41,0,,,,,,
FRA,1924,0,0,0,0,0,1.547169768,0,0,0.789631128,0,0,0,0,0,0,0.088397792,0,0,0,0,0,0,0.722891574,0,0,0,0,0,0,0,0,0,0,0.10309278,1.568396235,0,0,0,1.467084672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.193877542,6.685185188,0,0.652173912,0.366141744,0,0,0,0,0,0,0,0,0.403162055,0,0,0,0,0,0.485148517,0.261682246,0.098360664,38,1,,,,,,
FRA,1928,0,0,0,0,0,0.43564356,0,0,0.214717774,0,0,0,0,0,0,0.055555552,0,0,0,0,0,0,0.070484576,0,0,0,0,0,0,0,0,0,0,0.15517242,1.04651163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315789474,0,0,0.609375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.723214287,0.31914894,0.230769227,21,0,,,,,,
FRA,1936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067039104,0,0,0,0.034965035,0,0,0.744186048,0,0,0,0,0,0,0,0,0,0,0.2109375,0.678057555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45977012,0,0,0,0.05555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.04761905,19,0,,,,,,
FRA,1948,0,0,0,0,0,0.222929945,0,0,0.858230286,0,0,0,0.682926832,0,0,0,0,0,0,0.561151084,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.521739126,0.82677165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364321606,0,0,0,0,0,0,0,0,0,0,0,0.048034932,29,0,,,,,,
FRA,1952,0,0,0,0,0,0,0,0,0.105654745,0,0,0,0,0,0,0.04016064,0,0,0,0.211956524,0,0,0.164524416,0,0,0,0,0,0,0,0,0.061855668,0,0.205323192,0.76620825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293103443,0,0,0,0,0,0,0,0,0.32298136,0,0,0,0,0,0,0,0,0,0,0,0,18,0,,,,,,
FRA,1956,0,0,0,0,0,0,0,0,0.042448181,0,0,0,0,0,0,0.07453416,0,0,0,0.1369863,0,0,0.5479452,0,0,0,0,0,0,0,0,0,0,0,1.26258993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201550388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02857143,0,14,0,,,,,,
FRA,1964,0,0,0,0,0,0,0,0,0.191011218,0,0,0,0,0,0,0.014869888,0,0,0,0.023952096,0,0,0.07982262,0,0,0,0,0,0,0,0,0,0,0.250000002,0.864864864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182539684,0,0,0,0,0,0,0,0,0.023097832,0,0,0,0,0,0,0,0,0,0,0,0,15,0,,,,,,
FRA,1968,0,0,0,0,0,0,0,0,0.197026016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22360248,0,0,0,0,0,0,0,0,0,0,0.240343348,0.391836736,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19354839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029244528,0,0,0,0,0,0,0,0,0,0,0,0.048048048,15,0,,,,,,
